original_filepath,new_filepath,recording_id,frame_index
normal/additional_vid1_0059.jpg,normal/normal_00059.jpg,additional_vid1,59
normal/additional_vid1_0060.jpg,normal/normal_00060.jpg,additional_vid1,60
normal/additional_vid1_0061.jpg,normal/normal_00061.jpg,additional_vid1,61
normal/additional_vid1_0062.jpg,normal/normal_00062.jpg,additional_vid1,62
normal/additional_vid1_0063.jpg,normal/normal_00063.jpg,additional_vid1,63
normal/additional_vid1_0064.jpg,normal/normal_00064.jpg,additional_vid1,64
normal/additional_vid1_0065.jpg,normal/normal_00065.jpg,additional_vid1,65
normal/additional_vid1_0066.jpg,normal/normal_00066.jpg,additional_vid1,66
normal/additional_vid1_0067.jpg,normal/normal_00067.jpg,additional_vid1,67
normal/additional_vid1_0068.jpg,normal/normal_00068.jpg,additional_vid1,68
normal/additional_vid1_0069.jpg,normal/normal_00069.jpg,additional_vid1,69
normal/additional_vid1_0070.jpg,normal/normal_00070.jpg,additional_vid1,70
normal/additional_vid1_0071.jpg,normal/normal_00071.jpg,additional_vid1,71
normal/additional_vid1_0072.jpg,normal/normal_00072.jpg,additional_vid1,72
normal/additional_vid1_0073.jpg,normal/normal_00073.jpg,additional_vid1,73
normal/additional_vid1_0074.jpg,normal/normal_00074.jpg,additional_vid1,74
normal/additional_vid1_0075.jpg,normal/normal_00075.jpg,additional_vid1,75
normal/additional_vid1_0076.jpg,normal/normal_00076.jpg,additional_vid1,76
normal/additional_vid1_0077.jpg,normal/normal_00077.jpg,additional_vid1,77
normal/additional_vid1_0078.jpg,normal/normal_00078.jpg,additional_vid1,78
normal/additional_vid1_0079.jpg,normal/normal_00079.jpg,additional_vid1,79
normal/additional_vid1_0080.jpg,normal/normal_00080.jpg,additional_vid1,80
normal/additional_vid1_0081.jpg,normal/normal_00081.jpg,additional_vid1,81
normal/additional_vid1_0082.jpg,normal/normal_00082.jpg,additional_vid1,82
normal/additional_vid1_0083.jpg,normal/normal_00083.jpg,additional_vid1,83
normal/additional_vid1_0084.jpg,normal/normal_00084.jpg,additional_vid1,84
normal/additional_vid1_0085.jpg,normal/normal_00085.jpg,additional_vid1,85
normal/additional_vid1_0086.jpg,normal/normal_00086.jpg,additional_vid1,86
normal/additional_vid1_0087.jpg,normal/normal_00087.jpg,additional_vid1,87
normal/additional_vid1_0088.jpg,normal/normal_00088.jpg,additional_vid1,88
normal/additional_vid1_0089.jpg,normal/normal_00089.jpg,additional_vid1,89
normal/additional_vid1_0090.jpg,normal/normal_00090.jpg,additional_vid1,90
normal/additional_vid1_0091.jpg,normal/normal_00091.jpg,additional_vid1,91
normal/additional_vid1_0092.jpg,normal/normal_00092.jpg,additional_vid1,92
normal/additional_vid1_0093.jpg,normal/normal_00093.jpg,additional_vid1,93
normal/additional_vid1_0094.jpg,normal/normal_00094.jpg,additional_vid1,94
normal/additional_vid1_0095.jpg,normal/normal_00095.jpg,additional_vid1,95
normal/additional_vid1_0096.jpg,normal/normal_00096.jpg,additional_vid1,96
normal/additional_vid1_0097.jpg,normal/normal_00097.jpg,additional_vid1,97
normal/additional_vid1_0098.jpg,normal/normal_00098.jpg,additional_vid1,98
normal/additional_vid1_0099.jpg,normal/normal_00099.jpg,additional_vid1,99
normal/additional_vid1_0100.jpg,normal/normal_00100.jpg,additional_vid1,100
normal/additional_vid1_0101.jpg,normal/normal_00101.jpg,additional_vid1,101
normal/additional_vid1_0102.jpg,normal/normal_00102.jpg,additional_vid1,102
normal/additional_vid1_0103.jpg,normal/normal_00103.jpg,additional_vid1,103
normal/additional_vid1_0104.jpg,normal/normal_00104.jpg,additional_vid1,104
normal/additional_vid1_0105.jpg,normal/normal_00105.jpg,additional_vid1,105
normal/additional_vid1_0106.jpg,normal/normal_00106.jpg,additional_vid1,106
normal/additional_vid1_0107.jpg,normal/normal_00107.jpg,additional_vid1,107
normal/additional_vid1_0108.jpg,normal/normal_00108.jpg,additional_vid1,108
normal/additional_vid1_0109.jpg,normal/normal_00109.jpg,additional_vid1,109
normal/additional_vid1_0110.jpg,normal/normal_00110.jpg,additional_vid1,110
normal/additional_vid1_0111.jpg,normal/normal_00111.jpg,additional_vid1,111
normal/additional_vid1_0112.jpg,normal/normal_00112.jpg,additional_vid1,112
normal/additional_vid1_0113.jpg,normal/normal_00113.jpg,additional_vid1,113
normal/additional_vid1_0114.jpg,normal/normal_00114.jpg,additional_vid1,114
normal/additional_vid1_0115.jpg,normal/normal_00115.jpg,additional_vid1,115
normal/additional_vid1_0116.jpg,normal/normal_00116.jpg,additional_vid1,116
normal/additional_vid1_0117.jpg,normal/normal_00117.jpg,additional_vid1,117
normal/additional_vid1_0118.jpg,normal/normal_00118.jpg,additional_vid1,118
normal/additional_vid1_0119.jpg,normal/normal_00119.jpg,additional_vid1,119
normal/additional_vid1_0120.jpg,normal/normal_00120.jpg,additional_vid1,120
normal/additional_vid1_0121.jpg,normal/normal_00121.jpg,additional_vid1,121
normal/additional_vid1_0122.jpg,normal/normal_00122.jpg,additional_vid1,122
normal/additional_vid1_0123.jpg,normal/normal_00123.jpg,additional_vid1,123
normal/additional_vid1_0124.jpg,normal/normal_00124.jpg,additional_vid1,124
normal/additional_vid1_0125.jpg,normal/normal_00125.jpg,additional_vid1,125
normal/additional_vid1_0126.jpg,normal/normal_00126.jpg,additional_vid1,126
normal/additional_vid1_0127.jpg,normal/normal_00127.jpg,additional_vid1,127
normal/additional_vid1_0128.jpg,normal/normal_00128.jpg,additional_vid1,128
normal/additional_vid1_0129.jpg,normal/normal_00129.jpg,additional_vid1,129
normal/additional_vid1_0130.jpg,normal/normal_00130.jpg,additional_vid1,130
normal/additional_vid1_0131.jpg,normal/normal_00131.jpg,additional_vid1,131
normal/additional_vid1_0132.jpg,normal/normal_00132.jpg,additional_vid1,132
normal/additional_vid1_0133.jpg,normal/normal_00133.jpg,additional_vid1,133
normal/additional_vid1_0134.jpg,normal/normal_00134.jpg,additional_vid1,134
normal/additional_vid1_0135.jpg,normal/normal_00135.jpg,additional_vid1,135
normal/additional_vid1_0136.jpg,normal/normal_00136.jpg,additional_vid1,136
normal/additional_vid1_0137.jpg,normal/normal_00137.jpg,additional_vid1,137
normal/additional_vid1_0138.jpg,normal/normal_00138.jpg,additional_vid1,138
normal/additional_vid1_0139.jpg,normal/normal_00139.jpg,additional_vid1,139
normal/additional_vid1_0140.jpg,normal/normal_00140.jpg,additional_vid1,140
normal/additional_vid1_0141.jpg,normal/normal_00141.jpg,additional_vid1,141
normal/additional_vid1_0142.jpg,normal/normal_00142.jpg,additional_vid1,142
normal/additional_vid1_0143.jpg,normal/normal_00143.jpg,additional_vid1,143
normal/additional_vid1_0144.jpg,normal/normal_00144.jpg,additional_vid1,144
normal/additional_vid1_0145.jpg,normal/normal_00145.jpg,additional_vid1,145
normal/additional_vid1_0146.jpg,normal/normal_00146.jpg,additional_vid1,146
normal/additional_vid1_0147.jpg,normal/normal_00147.jpg,additional_vid1,147
normal/additional_vid1_0148.jpg,normal/normal_00148.jpg,additional_vid1,148
normal/additional_vid1_0149.jpg,normal/normal_00149.jpg,additional_vid1,149
normal/additional_vid1_0150.jpg,normal/normal_00150.jpg,additional_vid1,150
normal/additional_vid1_0151.jpg,normal/normal_00151.jpg,additional_vid1,151
normal/additional_vid1_0152.jpg,normal/normal_00152.jpg,additional_vid1,152
normal/additional_vid1_0153.jpg,normal/normal_00153.jpg,additional_vid1,153
normal/additional_vid1_0154.jpg,normal/normal_00154.jpg,additional_vid1,154
normal/additional_vid1_0155.jpg,normal/normal_00155.jpg,additional_vid1,155
normal/additional_vid1_0156.jpg,normal/normal_00156.jpg,additional_vid1,156
normal/additional_vid1_0157.jpg,normal/normal_00157.jpg,additional_vid1,157
normal/additional_vid1_0158.jpg,normal/normal_00158.jpg,additional_vid1,158
normal/additional_vid1_0159.jpg,normal/normal_00159.jpg,additional_vid1,159
normal/additional_vid1_0160.jpg,normal/normal_00160.jpg,additional_vid1,160
normal/additional_vid1_0161.jpg,normal/normal_00161.jpg,additional_vid1,161
normal/additional_vid1_0162.jpg,normal/normal_00162.jpg,additional_vid1,162
normal/additional_vid1_0163.jpg,normal/normal_00163.jpg,additional_vid1,163
normal/additional_vid1_0164.jpg,normal/normal_00164.jpg,additional_vid1,164
normal/additional_vid1_0165.jpg,normal/normal_00165.jpg,additional_vid1,165
normal/additional_vid1_0166.jpg,normal/normal_00166.jpg,additional_vid1,166
normal/additional_vid1_0167.jpg,normal/normal_00167.jpg,additional_vid1,167
normal/additional_vid1_0168.jpg,normal/normal_00168.jpg,additional_vid1,168
normal/additional_vid1_0169.jpg,normal/normal_00169.jpg,additional_vid1,169
normal/additional_vid1_0170.jpg,normal/normal_00170.jpg,additional_vid1,170
normal/additional_vid1_0171.jpg,normal/normal_00171.jpg,additional_vid1,171
normal/additional_vid1_0172.jpg,normal/normal_00172.jpg,additional_vid1,172
normal/additional_vid1_0173.jpg,normal/normal_00173.jpg,additional_vid1,173
normal/additional_vid1_0174.jpg,normal/normal_00174.jpg,additional_vid1,174
normal/additional_vid1_0175.jpg,normal/normal_00175.jpg,additional_vid1,175
normal/additional_vid1_0176.jpg,normal/normal_00176.jpg,additional_vid1,176
normal/additional_vid1_0177.jpg,normal/normal_00177.jpg,additional_vid1,177
normal/additional_vid1_0178.jpg,normal/normal_00178.jpg,additional_vid1,178
normal/additional_vid1_0179.jpg,normal/normal_00179.jpg,additional_vid1,179
normal/additional_vid1_0180.jpg,normal/normal_00180.jpg,additional_vid1,180
normal/additional_vid1_0181.jpg,normal/normal_00181.jpg,additional_vid1,181
normal/additional_vid1_0182.jpg,normal/normal_00182.jpg,additional_vid1,182
normal/additional_vid1_0183.jpg,normal/normal_00183.jpg,additional_vid1,183
normal/additional_vid1_0184.jpg,normal/normal_00184.jpg,additional_vid1,184
normal/additional_vid1_0185.jpg,normal/normal_00185.jpg,additional_vid1,185
normal/additional_vid1_0186.jpg,normal/normal_00186.jpg,additional_vid1,186
normal/additional_vid1_0187.jpg,normal/normal_00187.jpg,additional_vid1,187
normal/additional_vid1_0188.jpg,normal/normal_00188.jpg,additional_vid1,188
normal/additional_vid1_0189.jpg,normal/normal_00189.jpg,additional_vid1,189
normal/additional_vid1_0190.jpg,normal/normal_00190.jpg,additional_vid1,190
normal/additional_vid1_0191.jpg,normal/normal_00191.jpg,additional_vid1,191
normal/additional_vid1_0192.jpg,normal/normal_00192.jpg,additional_vid1,192
normal/additional_vid1_0193.jpg,normal/normal_00193.jpg,additional_vid1,193
normal/additional_vid1_0194.jpg,normal/normal_00194.jpg,additional_vid1,194
normal/additional_vid1_0195.jpg,normal/normal_00195.jpg,additional_vid1,195
normal/additional_vid1_0196.jpg,normal/normal_00196.jpg,additional_vid1,196
normal/additional_vid1_0197.jpg,normal/normal_00197.jpg,additional_vid1,197
normal/additional_vid1_0198.jpg,normal/normal_00198.jpg,additional_vid1,198
normal/additional_vid1_0199.jpg,normal/normal_00199.jpg,additional_vid1,199
normal/additional_vid1_0200.jpg,normal/normal_00200.jpg,additional_vid1,200
normal/additional_vid1_0201.jpg,normal/normal_00201.jpg,additional_vid1,201
normal/additional_vid1_0202.jpg,normal/normal_00202.jpg,additional_vid1,202
normal/additional_vid1_0203.jpg,normal/normal_00203.jpg,additional_vid1,203
normal/additional_vid1_0204.jpg,normal/normal_00204.jpg,additional_vid1,204
normal/additional_vid1_0205.jpg,normal/normal_00205.jpg,additional_vid1,205
normal/additional_vid1_0206.jpg,normal/normal_00206.jpg,additional_vid1,206
normal/additional_vid1_0207.jpg,normal/normal_00207.jpg,additional_vid1,207
normal/additional_vid1_0208.jpg,normal/normal_00208.jpg,additional_vid1,208
normal/additional_vid1_0209.jpg,normal/normal_00209.jpg,additional_vid1,209
normal/additional_vid1_0210.jpg,normal/normal_00210.jpg,additional_vid1,210
normal/additional_vid1_0211.jpg,normal/normal_00211.jpg,additional_vid1,211
normal/additional_vid1_0212.jpg,normal/normal_00212.jpg,additional_vid1,212
normal/additional_vid1_0213.jpg,normal/normal_00213.jpg,additional_vid1,213
normal/additional_vid1_0214.jpg,normal/normal_00214.jpg,additional_vid1,214
normal/additional_vid1_0215.jpg,normal/normal_00215.jpg,additional_vid1,215
normal/additional_vid1_0216.jpg,normal/normal_00216.jpg,additional_vid1,216
normal/additional_vid1_0217.jpg,normal/normal_00217.jpg,additional_vid1,217
normal/additional_vid1_0218.jpg,normal/normal_00218.jpg,additional_vid1,218
normal/additional_vid1_0219.jpg,normal/normal_00219.jpg,additional_vid1,219
normal/additional_vid1_0220.jpg,normal/normal_00220.jpg,additional_vid1,220
normal/additional_vid1_0221.jpg,normal/normal_00221.jpg,additional_vid1,221
normal/additional_vid1_0222.jpg,normal/normal_00222.jpg,additional_vid1,222
normal/additional_vid1_0223.jpg,normal/normal_00223.jpg,additional_vid1,223
normal/additional_vid1_0224.jpg,normal/normal_00224.jpg,additional_vid1,224
normal/additional_vid1_0225.jpg,normal/normal_00225.jpg,additional_vid1,225
normal/additional_vid1_0226.jpg,normal/normal_00226.jpg,additional_vid1,226
normal/additional_vid1_0227.jpg,normal/normal_00227.jpg,additional_vid1,227
normal/additional_vid1_0228.jpg,normal/normal_00228.jpg,additional_vid1,228
normal/additional_vid1_0229.jpg,normal/normal_00229.jpg,additional_vid1,229
normal/additional_vid1_0230.jpg,normal/normal_00230.jpg,additional_vid1,230
normal/additional_vid1_0231.jpg,normal/normal_00231.jpg,additional_vid1,231
normal/additional_vid1_0232.jpg,normal/normal_00232.jpg,additional_vid1,232
normal/additional_vid1_0233.jpg,normal/normal_00233.jpg,additional_vid1,233
normal/additional_vid1_0234.jpg,normal/normal_00234.jpg,additional_vid1,234
normal/additional_vid1_0235.jpg,normal/normal_00235.jpg,additional_vid1,235
normal/additional_vid1_0236.jpg,normal/normal_00236.jpg,additional_vid1,236
normal/additional_vid1_0237.jpg,normal/normal_00237.jpg,additional_vid1,237
normal/additional_vid1_0238.jpg,normal/normal_00238.jpg,additional_vid1,238
normal/additional_vid1_0239.jpg,normal/normal_00239.jpg,additional_vid1,239
normal/additional_vid1_0240.jpg,normal/normal_00240.jpg,additional_vid1,240
normal/additional_vid1_0241.jpg,normal/normal_00241.jpg,additional_vid1,241
normal/additional_vid1_0242.jpg,normal/normal_00242.jpg,additional_vid1,242
normal/additional_vid1_0243.jpg,normal/normal_00243.jpg,additional_vid1,243
normal/additional_vid1_0244.jpg,normal/normal_00244.jpg,additional_vid1,244
normal/additional_vid1_0245.jpg,normal/normal_00245.jpg,additional_vid1,245
normal/additional_vid1_0246.jpg,normal/normal_00246.jpg,additional_vid1,246
normal/additional_vid1_0247.jpg,normal/normal_00247.jpg,additional_vid1,247
normal/additional_vid1_0248.jpg,normal/normal_00248.jpg,additional_vid1,248
normal/additional_vid1_0249.jpg,normal/normal_00249.jpg,additional_vid1,249
normal/additional_vid1_0250.jpg,normal/normal_00250.jpg,additional_vid1,250
normal/additional_vid1_0251.jpg,normal/normal_00251.jpg,additional_vid1,251
normal/additional_vid1_0252.jpg,normal/normal_00252.jpg,additional_vid1,252
normal/additional_vid1_0253.jpg,normal/normal_00253.jpg,additional_vid1,253
normal/additional_vid1_0254.jpg,normal/normal_00254.jpg,additional_vid1,254
normal/additional_vid1_0255.jpg,normal/normal_00255.jpg,additional_vid1,255
normal/additional_vid1_0256.jpg,normal/normal_00256.jpg,additional_vid1,256
normal/additional_vid1_0257.jpg,normal/normal_00257.jpg,additional_vid1,257
normal/additional_vid1_0258.jpg,normal/normal_00258.jpg,additional_vid1,258
normal/additional_vid1_0259.jpg,normal/normal_00259.jpg,additional_vid1,259
normal/additional_vid1_0260.jpg,normal/normal_00260.jpg,additional_vid1,260
normal/additional_vid1_0261.jpg,normal/normal_00261.jpg,additional_vid1,261
normal/additional_vid1_0262.jpg,normal/normal_00262.jpg,additional_vid1,262
normal/additional_vid1_0263.jpg,normal/normal_00263.jpg,additional_vid1,263
normal/additional_vid1_0264.jpg,normal/normal_00264.jpg,additional_vid1,264
normal/additional_vid1_0265.jpg,normal/normal_00265.jpg,additional_vid1,265
normal/additional_vid1_0266.jpg,normal/normal_00266.jpg,additional_vid1,266
normal/additional_vid1_0267.jpg,normal/normal_00267.jpg,additional_vid1,267
normal/additional_vid1_0268.jpg,normal/normal_00268.jpg,additional_vid1,268
normal/additional_vid1_0269.jpg,normal/normal_00269.jpg,additional_vid1,269
normal/additional_vid1_0270.jpg,normal/normal_00270.jpg,additional_vid1,270
normal/additional_vid1_0271.jpg,normal/normal_00271.jpg,additional_vid1,271
normal/additional_vid1_0272.jpg,normal/normal_00272.jpg,additional_vid1,272
normal/additional_vid1_0273.jpg,normal/normal_00273.jpg,additional_vid1,273
normal/additional_vid1_0274.jpg,normal/normal_00274.jpg,additional_vid1,274
normal/additional_vid1_0275.jpg,normal/normal_00275.jpg,additional_vid1,275
normal/additional_vid1_0276.jpg,normal/normal_00276.jpg,additional_vid1,276
normal/additional_vid1_0277.jpg,normal/normal_00277.jpg,additional_vid1,277
normal/additional_vid1_0278.jpg,normal/normal_00278.jpg,additional_vid1,278
normal/additional_vid1_0279.jpg,normal/normal_00279.jpg,additional_vid1,279
normal/additional_vid1_0280.jpg,normal/normal_00280.jpg,additional_vid1,280
normal/additional_vid1_0281.jpg,normal/normal_00281.jpg,additional_vid1,281
normal/additional_vid1_0282.jpg,normal/normal_00282.jpg,additional_vid1,282
normal/additional_vid1_0283.jpg,normal/normal_00283.jpg,additional_vid1,283
normal/additional_vid1_0284.jpg,normal/normal_00284.jpg,additional_vid1,284
normal/additional_vid1_0285.jpg,normal/normal_00285.jpg,additional_vid1,285
normal/additional_vid1_0286.jpg,normal/normal_00286.jpg,additional_vid1,286
normal/additional_vid1_0287.jpg,normal/normal_00287.jpg,additional_vid1,287
normal/additional_vid1_0288.jpg,normal/normal_00288.jpg,additional_vid1,288
normal/additional_vid1_0289.jpg,normal/normal_00289.jpg,additional_vid1,289
normal/additional_vid1_0290.jpg,normal/normal_00290.jpg,additional_vid1,290
normal/additional_vid1_0291.jpg,normal/normal_00291.jpg,additional_vid1,291
normal/additional_vid1_0292.jpg,normal/normal_00292.jpg,additional_vid1,292
normal/additional_vid1_0293.jpg,normal/normal_00293.jpg,additional_vid1,293
normal/additional_vid1_0294.jpg,normal/normal_00294.jpg,additional_vid1,294
normal/additional_vid1_0295.jpg,normal/normal_00295.jpg,additional_vid1,295
normal/additional_vid1_0296.jpg,normal/normal_00296.jpg,additional_vid1,296
normal/additional_vid1_0297.jpg,normal/normal_00297.jpg,additional_vid1,297
normal/additional_vid1_0298.jpg,normal/normal_00298.jpg,additional_vid1,298
normal/additional_vid1_0299.jpg,normal/normal_00299.jpg,additional_vid1,299
normal/additional_vid1_0300.jpg,normal/normal_00300.jpg,additional_vid1,300
normal/additional_vid1_0301.jpg,normal/normal_00301.jpg,additional_vid1,301
normal/additional_vid1_0302.jpg,normal/normal_00302.jpg,additional_vid1,302
normal/additional_vid1_0303.jpg,normal/normal_00303.jpg,additional_vid1,303
normal/additional_vid1_0304.jpg,normal/normal_00304.jpg,additional_vid1,304
normal/additional_vid1_0305.jpg,normal/normal_00305.jpg,additional_vid1,305
normal/additional_vid1_0306.jpg,normal/normal_00306.jpg,additional_vid1,306
normal/additional_vid1_0307.jpg,normal/normal_00307.jpg,additional_vid1,307
normal/additional_vid1_0308.jpg,normal/normal_00308.jpg,additional_vid1,308
normal/additional_vid1_0309.jpg,normal/normal_00309.jpg,additional_vid1,309
normal/additional_vid1_0310.jpg,normal/normal_00310.jpg,additional_vid1,310
normal/additional_vid1_0311.jpg,normal/normal_00311.jpg,additional_vid1,311
normal/additional_vid1_0312.jpg,normal/normal_00312.jpg,additional_vid1,312
normal/additional_vid1_0313.jpg,normal/normal_00313.jpg,additional_vid1,313
normal/additional_vid1_0314.jpg,normal/normal_00314.jpg,additional_vid1,314
normal/additional_vid1_0315.jpg,normal/normal_00315.jpg,additional_vid1,315
normal/additional_vid1_0316.jpg,normal/normal_00316.jpg,additional_vid1,316
normal/additional_vid10_0001.jpg,normal/normal_00317.jpg,additional_vid10,1
normal/additional_vid2_0001.jpg,normal/normal_00318.jpg,additional_vid2,1
normal/additional_vid2_0002.jpg,normal/normal_00319.jpg,additional_vid2,2
normal/additional_vid2_0003.jpg,normal/normal_00320.jpg,additional_vid2,3
normal/additional_vid2_0004.jpg,normal/normal_00321.jpg,additional_vid2,4
normal/additional_vid2_0005.jpg,normal/normal_00322.jpg,additional_vid2,5
normal/additional_vid2_0006.jpg,normal/normal_00323.jpg,additional_vid2,6
normal/additional_vid2_0007.jpg,normal/normal_00324.jpg,additional_vid2,7
normal/additional_vid2_0008.jpg,normal/normal_00325.jpg,additional_vid2,8
normal/additional_vid2_0009.jpg,normal/normal_00326.jpg,additional_vid2,9
normal/additional_vid2_0010.jpg,normal/normal_00327.jpg,additional_vid2,10
normal/additional_vid2_0011.jpg,normal/normal_00328.jpg,additional_vid2,11
normal/additional_vid2_0012.jpg,normal/normal_00329.jpg,additional_vid2,12
normal/additional_vid2_0013.jpg,normal/normal_00330.jpg,additional_vid2,13
normal/additional_vid2_0014.jpg,normal/normal_00331.jpg,additional_vid2,14
normal/additional_vid2_0015.jpg,normal/normal_00332.jpg,additional_vid2,15
normal/additional_vid2_0016.jpg,normal/normal_00333.jpg,additional_vid2,16
normal/additional_vid2_0017.jpg,normal/normal_00334.jpg,additional_vid2,17
normal/additional_vid2_0018.jpg,normal/normal_00335.jpg,additional_vid2,18
normal/additional_vid2_0019.jpg,normal/normal_00336.jpg,additional_vid2,19
normal/additional_vid2_0020.jpg,normal/normal_00337.jpg,additional_vid2,20
normal/additional_vid2_0021.jpg,normal/normal_00338.jpg,additional_vid2,21
normal/additional_vid2_0022.jpg,normal/normal_00339.jpg,additional_vid2,22
normal/additional_vid2_0023.jpg,normal/normal_00340.jpg,additional_vid2,23
normal/additional_vid2_0024.jpg,normal/normal_00341.jpg,additional_vid2,24
normal/additional_vid2_0025.jpg,normal/normal_00342.jpg,additional_vid2,25
normal/additional_vid2_0026.jpg,normal/normal_00343.jpg,additional_vid2,26
normal/additional_vid2_0027.jpg,normal/normal_00344.jpg,additional_vid2,27
normal/additional_vid2_0028.jpg,normal/normal_00345.jpg,additional_vid2,28
normal/additional_vid2_0029.jpg,normal/normal_00346.jpg,additional_vid2,29
normal/additional_vid2_0030.jpg,normal/normal_00347.jpg,additional_vid2,30
normal/additional_vid2_0031.jpg,normal/normal_00348.jpg,additional_vid2,31
normal/additional_vid2_0032.jpg,normal/normal_00349.jpg,additional_vid2,32
normal/additional_vid2_0033.jpg,normal/normal_00350.jpg,additional_vid2,33
normal/additional_vid2_0034.jpg,normal/normal_00351.jpg,additional_vid2,34
normal/additional_vid2_0035.jpg,normal/normal_00352.jpg,additional_vid2,35
normal/additional_vid2_0036.jpg,normal/normal_00353.jpg,additional_vid2,36
normal/additional_vid2_0037.jpg,normal/normal_00354.jpg,additional_vid2,37
normal/additional_vid2_0038.jpg,normal/normal_00355.jpg,additional_vid2,38
normal/additional_vid2_0039.jpg,normal/normal_00356.jpg,additional_vid2,39
normal/additional_vid2_0040.jpg,normal/normal_00357.jpg,additional_vid2,40
